number;shape;provenance;date;latitude;longitude
3104;KRATER FRAGMENT;ATHENS, ACROPOLIS, SOUTH SLOPE;;37.971422;23.726167
3105;KRATER FRAGMENT;ATHENS, ACROPOLIS, SOUTH SLOPE;;37.971422;23.726167
3158;KRATER, COLUMN;ITALY, SPINA;-500 to -450;44.657909;12.243576
3166;KRATER, COLUMN;ITALY, SPINA;-525 to -475;44.657909;12.243576
3239;KRATER (?) FRAGMENT;EGYPT, NAUCRATIS;-575 to -525;30.954058;30.522766
3240;KRATER (?) FRAGMENT;EGYPT, NAUCRATIS;-575 to -525;30.954058;30.522766

3454;KRATER, COLUMN;SICILY, VASSALLAGGI;;37.487391;14.055634
3456;KRATER, CALYX;SICILY, VASSALLAGGI;;37.487391;14.055634
3630;KRATER, COLUMN FRAGMENTS;SAMOTHRACE;-575 to -525;40.44956;25.584412
3633;KRATER, VOLUTE;SICILY, VASSALLAGGI;;37.487391;14.055634
3643;KRATER, BELL;SICILY, VASSALLAGGI;;37.487391;14.055634
3645;KRATER, CALYX;SICILY, VASSALLAGGI;;37.487391;14.055634
3677;KRATER, COLUMN FRAGMENT;PYRGI;;42.0167;11.9667
3687;KRATER, CALYX FRAGMENT;PYRGI;;42.0167;11.9667
3688;KRATER, COLUMN FRAGMENT;PYRGI;;42.0167;11.9667
3689;KRATER, COLUMN FRAGMENT;PYRGI;;42.0167;11.9667
3700;KRATER, CALYX FRAGMENTS;SYRIA, AL MINA;-400 to -300;36.081292;35.999794
3776;KRATER, BELL;ATHENS;-400 to -300;37.976173;23.72519
3844;KRATER, BELL;RHODES;-400 to -300;36.2002792886862;27.9592194511287
3905;KRATER, BELL FRAGMENT;CHALKIDIKE, OLYNTHOS;-425 to -375;40.281667;23.337222
3920;KRATER, BELL;GREECE, MACEDONIA, VITASTA;-400 to -300;40.91351;22.84058
3944;KRATER FRAGMENT;UKRAINE, BEREZAN;-575 to -525;46.629636;31.48407
3945;KRATER, COLUMN FRAGMENT;EGYPT, NAUCRATIS;-600 to -525;30.954058;30.522766
3960;KRATER FRAGMENT;CORINTH;-475 to -425;37.9333;22.9167
3965;KRATER, COLUMN FRAGMENT;GREECE, MACEDONIA, SALONICA;-575 to -525;40.6402778625488;22.9438896179199
3969;KRATER, CALYX FRAGMENT;CYPRUS, MARION;-425 to -375;35.0375003814697;32.4333324432373
3987;KRATER, BELL;GREECE, THESSALY, HOMOLION;-400 to -300;39.749434;22.575445
3998;KRATER FRAGMENT;TURKEY, MILETUS;-425 to -375;37.494984;27.237167
3999;KRATER, COLUMN FRAGMENTS;ITALY, PAESTUM;;40.418332;15.00535
4000;KRATER FRAGMENT;AEGINA;;37.75;23.4333
4073;KRATER FRAGMENT;AEGINA;;37.75;23.4333
4075;KRATER (?) FRAGMENT;AEGINA;;37.75;23.4333
4149;KRATER FRAGMENT;RHODES;;36.2002792886862;27.9592194511287
4231;KRATER FRAGMENTS;THASOS;-475 to -425;40.7833;24.7167
4262;KRATER FRAGMENTS;RHODES;;36.2002792886862;27.9592194511287
4263;KRATER, COLUMN;CHALKIDIKE, VRASTA;-575 to -525;40.371659;23.540955
4266;KRATER, VOLUTE FRAGMENTS;CORFU;-550 to -500;39.616797;19.91787
4292;KRATER, COLUMN;CORSICA, ALERIA;;42.103572;9.513645
4331;KRATER FRAGMENTS;ATHENS, ACROPOLIS, SOUTH SLOPE;;37.971422;23.726167
4355;KRATER, CALYX;SICILY, CALTAGIRONE;-450 to -400;37.236615;14.513111
4472;KRATER, BELL FRAGMENT;ROMANIA, HISTRIA;;44.5475;28.774722
4489;KRATER, COLUMN;RUSSIA, SOUTH, OLBIA;;40.92137;9.48563
4552;KRATER (?) FRAGMENTS;ITALY, ETRURIA, TARQUINIA;;42.254315;11.759148
4620;KRATER, CALYX;ITALY, CHIUSI (?);;43.016948;11.948318
4734;KRATER FRAGMENT;ROMANIA, HISTRIA;;44.5475;28.774722
4735;KRATER FRAGMENT;ROMANIA, HISTRIA;;44.5475;28.774722
4736;KRATER FRAGMENT;ROMANIA, HISTRIA;;44.5475;28.774722
4737;KRATER FRAGMENT;ROMANIA, HISTRIA;;44.5475;28.774722
4738;KRATER, COLUMN FRAGMENTS;ROMANIA, HISTRIA;;44.5475;28.774722
4739;KRATER FRAGMENTS;ROMANIA, HISTRIA;;44.5475;28.774722
4740;KRATER FRAGMENT;ROMANIA, HISTRIA;;44.5475;28.774722
4741;KRATER FRAGMENT;ROMANIA, HISTRIA;;44.5475;28.774722
4742;KRATER FRAGMENT;ROMANIA, HISTRIA;;44.5475;28.774722
4743;KRATER FRAGMENT;ROMANIA, HISTRIA;;44.5475;28.774722
4744;KRATER FRAGMENT;ROMANIA, HISTRIA;;44.5475;28.774722
4800;KRATER, VOLUTE FRAGMENT;ITALY, BOLOGNA;-525 to -475;44.504822;11.34516
4805;KRATER, COLUMN;ITALY, ETRURIA;-550 to -500;42.8333;12.8333
4916;KRATER, VOLUTE FRAGMENT;ITALY, TARANTO (?);-525 to -475;40.47611;17.22972
4940;KRATER, VOLUTE FRAGMENT;ITALY, SIBARIS;-550 to -500;39.75;16.45
5038;KRATER, BELL;ITALY, SPINA;;44.657909;12.243576
5039;KRATER, BELL;ITALY, SPINA;-475 to -425;44.657909;12.243576
5042;KRATER, VOLUTE;ITALY, SPINA;-400 to -300;44.657909;12.243576
5052;KRATER, BELL FRAGMENT;ROMANIA, HISTRIA;;44.5475;28.774722
5053;KRATER, BELL FRAGMENT;ROMANIA, HISTRIA;;44.5475;28.774722
5054;KRATER, BELL FRAGMENT;ROMANIA, HISTRIA;;44.5475;28.774722
5055;KRATER, BELL FRAGMENT;ROMANIA, HISTRIA;;44.5475;28.774722
5056;KRATER, BELL FRAGMENT;ROMANIA, HISTRIA;;44.5475;28.774722
5057;KRATER, BELL FRAGMENT;ROMANIA, HISTRIA;;44.5475;28.774722
5058;KRATER, CALYX;ROMANIA, HISTRIA;;44.5475;28.774722
5059;KRATER, BELL FRAGMENT;ROMANIA, HISTRIA;;44.5475;28.774722
5060;KRATER, CALYX FRAGMENT;ROMANIA, HISTRIA;;44.5475;28.774722
5061;KRATER, CALYX FRAGMENT;ROMANIA, HISTRIA;;44.5475;28.774722
5062;KRATER, CALYX FRAGMENT;ROMANIA, HISTRIA;;44.5475;28.774722
5066;KRATER, CALYX FRAGMENT;ROMANIA, HISTRIA;;44.5475;28.774722
5067;KRATER, CALYX FRAGMENT;ROMANIA, HISTRIA;;44.5475;28.774722
5199;KRATER, COLUMN;SICILY, CAMARINA;;36.826119;14.522724
5200;KRATER, COLUMN;SICILY, CAMARINA;;36.826119;14.522724
