number;shape;provenance;date;latitude;longitude
28241;AMPHORA, NECK FRAGMENT;LIBYA, CYRENE;;32.817611;21.864209
28243;AMPHORA FRAGMENT;LIBYA, CYRENE;-550 to -500;32.817611;21.864209
28244;AMPHORA FRAGMENT;LIBYA, CYRENE;-550 to -500;32.817611;21.864209
28254;AMPHORA B;SICILY, MONTE SARACENO;-575 to -525;41.731355;16.020813
28290;AMPHORA, NECK FRAGMENTS;SICILY, MONTE IATO;-500 to -450;37.966667175293;13.2000002861023
28293;AMPHORA, NECK FRAGMENT;LIBYA, CYRENE, SANCTUARY OF DEMETER AND KORE;-575 to -525;32.817611;21.864209
28306;AMPHORA FRAGMENT;LIBYA, CYRENE, SANCTUARY OF DEMETER AND KORE;-600 to -550;32.817611;21.864209
28309;AMPHORA FRAGMENT;LIBYA, CYRENE, SANCTUARY OF DEMETER AND KORE;-550 to -500;32.817611;21.864209
28340;AMPHORA B FRAGMENT;LIBYA, CYRENE, SANCTUARY OF DEMETER AND KORE;-575 to -525;32.817611;21.864209
28341;AMPHORA FRAGMENT;LIBYA, CYRENE, SANCTUARY OF DEMETER AND KORE;-575 to -525;32.817611;21.864209
28342;AMPHORA FRAGMENT;LIBYA, CYRENE, SANCTUARY OF DEMETER AND KORE;-575 to -525;32.817611;21.864209
28343;AMPHORA FRAGMENTS;LIBYA, CYRENE, SANCTUARY OF DEMETER AND KORE;-575 to -525;32.817611;21.864209
28344;AMPHORA FRAGMENTS;LIBYA, CYRENE, SANCTUARY OF DEMETER AND KORE;-575 to -525;32.817611;21.864209
28345;AMPHORA FRAGMENT;LIBYA, CYRENE, SANCTUARY OF DEMETER AND KORE;-575 to -525;32.817611;21.864209
28346;AMPHORA FRAGMENT;LIBYA, CYRENE, SANCTUARY OF DEMETER AND KORE;-575 to -525;32.817611;21.864209
28347;AMPHORA FRAGMENT;LIBYA, CYRENE, SANCTUARY OF DEMETER AND KORE;-575 to -525;32.817611;21.864209
28348;AMPHORA FRAGMENT;LIBYA, CYRENE, SANCTUARY OF DEMETER AND KORE;-575 to -525;32.817611;21.864209
28349;AMPHORA FRAGMENT;LIBYA, CYRENE, SANCTUARY OF DEMETER AND KORE;-550 to -500;32.817611;21.864209
28350;AMPHORA FRAGMENT;LIBYA, CYRENE, SANCTUARY OF DEMETER AND KORE;-550 to -500;32.817611;21.864209
28351;AMPHORA FRAGMENT;LIBYA, CYRENE, SANCTUARY OF DEMETER AND KORE;-550 to -500;32.817611;21.864209
28352;AMPHORA FRAGMENT;LIBYA, CYRENE, SANCTUARY OF DEMETER AND KORE;-550 to -500;32.817611;21.864209
28353;AMPHORA, NECK FRAGMENT;LIBYA, CYRENE, SANCTUARY OF DEMETER AND KORE;-550 to -500;32.817611;21.864209
28354;AMPHORA FRAGMENT;LIBYA, CYRENE, SANCTUARY OF DEMETER AND KORE;-550 to -500;32.817611;21.864209
28356;AMPHORA FRAGMENT;LIBYA, CYRENE, SANCTUARY OF DEMETER AND KORE;-575 to -525;32.817611;21.864209
28357;AMPHORA, NECK FRAGMENTS;LIBYA, CYRENE, SANCTUARY OF DEMETER AND KORE;-550 to -500;32.817611;21.864209
28366;AMPHORA FRAGMENT;LIBYA, CYRENE, SANCTUARY OF DEMETER AND KORE;-550 to -500;32.817611;21.864209
28367;AMPHORA FRAGMENT;LIBYA, CYRENE, SANCTUARY OF DEMETER AND KORE;-550 to -500;32.817611;21.864209
28368;AMPHORA FRAGMENTS;LIBYA, CYRENE, SANCTUARY OF DEMETER AND KORE;-550 to -500;32.817611;21.864209
28370;AMPHORA FRAGMENT;LIBYA, CYRENE, SANCTUARY OF DEMETER AND KORE;-550 to -500;32.817611;21.864209
28371;AMPHORA FRAGMENT;LIBYA, CYRENE, SANCTUARY OF DEMETER AND KORE;-550 to -500;32.817611;21.864209
28372;AMPHORA FRAGMENT;LIBYA, CYRENE, SANCTUARY OF DEMETER AND KORE;-550 to -500;32.817611;21.864209
28373;AMPHORA FRAGMENT;LIBYA, CYRENE, SANCTUARY OF DEMETER AND KORE;-525 to -475;32.817611;21.864209
28374;AMPHORA FRAGMENT;LIBYA, CYRENE, SANCTUARY OF DEMETER AND KORE;-525 to -475;32.817611;21.864209
28375;AMPHORA A FRAGMENT;LIBYA, CYRENE, SANCTUARY OF DEMETER AND KORE;-575 to -525;32.817611;21.864209
28376;AMPHORA A FRAGMENT;LIBYA, CYRENE, SANCTUARY OF DEMETER AND KORE;-575 to -525;32.817611;21.864209
28377;AMPHORA FRAGMENT;LIBYA, CYRENE, SANCTUARY OF DEMETER AND KORE;-575 to -525;32.817611;21.864209
28378;AMPHORA A FRAGMENT;LIBYA, CYRENE, SANCTUARY OF DEMETER AND KORE;-550 to -500;32.817611;21.864209
28379;AMPHORA A FRAGMENT;LIBYA, CYRENE, SANCTUARY OF DEMETER AND KORE;-550 to -500;32.817611;21.864209
28380;AMPHORA FRAGMENT;LIBYA, CYRENE, SANCTUARY OF DEMETER AND KORE;-550 to -500;32.817611;21.864209
28381;AMPHORA FRAGMENT;LIBYA, CYRENE, SANCTUARY OF DEMETER AND KORE;-525 to -475;32.817611;21.864209
28382;AMPHORA, NECK;LIBYA, CYRENE, SANCTUARY OF DEMETER AND KORE;-575 to -525;32.817611;21.864209
28384;AMPHORA, NECK FRAGMENT;LIBYA, CYRENE, SANCTUARY OF DEMETER AND KORE;-575 to -525;32.817611;21.864209
28385;AMPHORA, NECK FRAGMENT;LIBYA, CYRENE, SANCTUARY OF DEMETER AND KORE;-575 to -525;32.817611;21.864209
28386;AMPHORA, NECK FRAGMENT;LIBYA, CYRENE, SANCTUARY OF DEMETER AND KORE;-575 to -525;32.817611;21.864209
28387;AMPHORA, NECK FRAGMENT;LIBYA, CYRENE, SANCTUARY OF DEMETER AND KORE;-575 to -525;32.817611;21.864209
28388;AMPHORA, NECK FRAGMENT;LIBYA, CYRENE, SANCTUARY OF DEMETER AND KORE;-575 to -525;32.817611;21.864209
28389;AMPHORA, NECK FRAGMENTS;LIBYA, CYRENE, SANCTUARY OF DEMETER AND KORE;-575 to -525;32.817611;21.864209
28390;AMPHORA, NECK FRAGMENT;LIBYA, CYRENE, SANCTUARY OF DEMETER AND KORE;-550 to -500;32.817611;21.864209
28391;AMPHORA, NECK FRAGMENT;LIBYA, CYRENE, SANCTUARY OF DEMETER AND KORE;-575 to -525;32.817611;21.864209
28392;AMPHORA, NECK FRAGMENT;LIBYA, CYRENE, SANCTUARY OF DEMETER AND KORE;-550 to -500;32.817611;21.864209
28393;AMPHORA, NECK FRAGMENT;LIBYA, CYRENE, SANCTUARY OF DEMETER AND KORE;-550 to -500;32.817611;21.864209
28394;AMPHORA, NECK FRAGMENT;LIBYA, CYRENE, SANCTUARY OF DEMETER AND KORE;-550 to -500;32.817611;21.864209
28395;AMPHORA, NECK FRAGMENT;LIBYA, CYRENE, SANCTUARY OF DEMETER AND KORE;-525 to -475;32.817611;21.864209
28396;AMPHORA, NECK FRAGMENT;LIBYA, CYRENE, SANCTUARY OF DEMETER AND KORE;-525 to -475;32.817611;21.864209
28397;AMPHORA, NECK FRAGMENT;LIBYA, CYRENE, SANCTUARY OF DEMETER AND KORE;-525 to -475;32.817611;21.864209
28398;AMPHORA, NECK FRAGMENT;LIBYA, CYRENE, SANCTUARY OF DEMETER AND KORE;-525 to -475;32.817611;21.864209
28404;AMPHORA, NECK FRAGMENT;LIBYA, CYRENE, SANCTUARY OF DEMETER AND KORE;-550 to -500;32.817611;21.864209
28405;AMPHORA, NECK FRAGMENTS;LIBYA, CYRENE, SANCTUARY OF DEMETER AND KORE;-550 to -500;32.817611;21.864209
28411;AMPHORA FRAGMENT;LIBYA, CYRENE, SANCTUARY OF DEMETER AND KORE;-550 to -500;32.817611;21.864209
28412;AMPHORA FRAGMENT;LIBYA, CYRENE, SANCTUARY OF DEMETER AND KORE;-550 to -500;32.817611;21.864209
28413;AMPHORA FRAGMENT;LIBYA, CYRENE, SANCTUARY OF DEMETER AND KORE;-525 to -475;32.817611;21.864209
28415;AMPHORA FRAGMENT;LIBYA, CYRENE, SANCTUARY OF DEMETER AND KORE;-525 to -475;32.817611;21.864209
28416;AMPHORA FRAGMENT;LIBYA, CYRENE, SANCTUARY OF DEMETER AND KORE;-525 to -475;32.817611;21.864209
28417;AMPHORA FRAGMENT;LIBYA, CYRENE, SANCTUARY OF DEMETER AND KORE;-525 to -475;32.817611;21.864209
28418;AMPHORA FRAGMENT;LIBYA, CYRENE, SANCTUARY OF DEMETER AND KORE;-525 to -475;32.817611;21.864209
28582;AMPHORA (?) FRAGMENTS;ATHENS, CERAMICUS;-550 to -500;37.978333;23.718611
28737;AMPHORA, NECK FRAGMENT;ITALY, ADRIA;-550 to -500;45.05;12.05
28738;AMPHORA, NECK;ATHENS;-475 to -425;37.976173;23.72519
28815;AMPHORA, NECK;SICILY, SABUCINA;-500 to -450;37.499921;14.088593
28906;AMPHORA FRAGMENT;SICILY, SELINUS, SANCTUARY OF MALOPHORUS;-575 to -525;37.583902;12.809372
28907;AMPHORA FRAGMENT;SICILY, SELINUS, SANCTUARY OF MALOPHORUS;-575 to -525;37.583902;12.809372
29020;AMPHORA, NECK FRAGMENT;CYPRUS, AMATHUS;-550 to -500;34.688839;33.064728
29036;AMPHORA, NECK;ITALY, PAESTUM;-475 to -425;40.418332;15.00535
29064;AMPHORA, NECK FRAGMENT;RHODES, LINDOS;-550 to -500;36.09145;28.087926864624
29076;AMPHORA, NECK;AEGINA;-550 to -500;37.75;23.4333
29102;AMPHORA A;ITALY, ORVIETO;-550 to -500;42.718642;12.114315
29178;AMPHORA (?) FRAGMENT;TURKEY, SARDIS;-575 to -525;38.486181;28.052559
29179;AMPHORA FRAGMENT;TURKEY, SARDIS;-600 to -550;38.486181;28.052559
29180;AMPHORA FRAGMENT;TURKEY, SARDIS;-600 to -550;38.486181;28.052559
29181;AMPHORA FRAGMENT;TURKEY, SARDIS;-575 to -525;38.486181;28.052559
29182;AMPHORA (?) FRAGMENT;TURKEY, SARDIS;-575 to -525;38.486181;28.052559
29184;AMPHORA, NECK FRAGMENT;TURKEY, SARDIS;-575 to -525;38.486181;28.052559
29185;AMPHORA FRAGMENT;TURKEY, SARDIS;-550 to -500;38.486181;28.052559
29186;AMPHORA FRAGMENT;TURKEY, SARDIS;-550 to -500;38.486181;28.052559
29187;AMPHORA (?) FRAGMENT;TURKEY, SARDIS;-550 to -500;38.486181;28.052559
29188;AMPHORA FRAGMENT;TURKEY, SARDIS;-550 to -500;38.486181;28.052559
29189;AMPHORA (?) FRAGMENT;TURKEY, SARDIS;-525 to -475;38.486181;28.052559
29190;AMPHORA (?) FRAGMENT;TURKEY, SARDIS;-550 to -500;38.486181;28.052559
29191;AMPHORA B FRAGMENT;TURKEY, SARDIS;-525 to -475;38.486181;28.052559
29206;AMPHORA, NECK;ITALY, ETRURIA, VOLTERRA;-550 to -500;43.4003372192383;10.8600192070007
29217;AMPHORA, NECK;ITALY, NOLA;-525 to -475;40.930481;14.52847
29372;AMPHORA, NECK;ITALY, ORVIETO;-500 to -450;42.718642;12.114315
29549;AMPHORA, NECK FRAGMENT;ITALY, ENTELLA;-550 to -500;44.3119640350342;9.33357191085815
29722;AMPHORA FRAGMENT;CYPRUS, CHYTROI;-550 to -500;35.161775;33.361337
29728;AMPHORA FRAGMENT;CYPRUS, MARION;-400 to -300;35.0375003814697;32.4333324432373
29882;AMPHORA, NECK FRAGMENTS;ATHENS, AGORA;-475 to -425;37.995486;23.731327
29883;AMPHORA, NECK FRAGMENT;ATHENS;-500 to -450;37.976173;23.72519
29884;AMPHORA, NECK (?) FRAGMENT;ATHENS;-500 to -450;37.976173;23.72519
30175;AMPHORA, NECK FRAGMENTS;DELOS, RHENEIA;-475 to -425;37.407051;25.229244
30176;AMPHORA, NECK FRAGMENTS;DELOS, RHENEIA;-475 to -425;37.407051;25.229244
30177;AMPHORA, NECK FRAGMENTS;DELOS, RHENEIA;-475 to -425;37.407051;25.229244
30187;AMPHORA, NECK FRAGMENTS;DELOS, RHENEIA;-500 to -450;37.407051;25.229244
30244;AMPHORA (?) FRAGMENT;CORINTH;-575 to -525;37.9333;22.9167
30305;AMPHORA;ITALY, ETRURIA, SOUTH;-550 to -500;46.5;11.33333
30311;AMPHORA, NECK;RHODES;-550 to -500;36.2002792886862;27.9592194511287
30329;AMPHORA A;GREECE, ACHAIA, AIGEIRA;-550 to -500;38.148029;22.356211
30330;AMPHORA FRAGMENT;GREECE, ACHAIA, AIGEIRA;-575 to -525;38.148029;22.356211
30347;AMPHORA (?) FRAGMENT;GREECE, LOCRIS, KALAPODI;-550 to -500;38.633902;22.882118
30391;AMPHORA B FRAGMENT;ATHENS, AGORA;-575 to -525;37.995486;23.731327
30406;AMPHORA FRAGMENT;ATHENS, AGORA;;37.995486;23.731327
30408;AMPHORA B;ITALY, PALINURO;-550 to -500;40.035895;15.28842
30412;AMPHORA FRAGMENTS;ATHENS, AGORA;-650 to -600;37.995486;23.731327
30414;AMPHORA FRAGMENT;ATHENS, AGORA;-600 to -550;37.995486;23.731327
30549;AMPHORA B;ATTICA (?);-550 to -500;38.0519988333;23.8189911
30870;AMPHORA A FRAGMENT;ATHENS, AGORA;-525 to -475;37.995486;23.731327
31041;AMPHORA, NECK FRAGMENT;ATHENS, AGORA;-550 to -500;37.995486;23.731327
31042;AMPHORA, NECK FRAGMENT;ATHENS, AGORA;-525 to -475;37.995486;23.731327
31043;AMPHORA, NECK FRAGMENT;ATHENS, AGORA;-525 to -475;37.995486;23.731327
31044;AMPHORA, NECK FRAGMENT;ATHENS, AGORA;-525 to -475;37.995486;23.731327
31045;AMPHORA, NECK FRAGMENT;ATHENS, AGORA;-525 to -475;37.995486;23.731327
31046;AMPHORA, NECK FRAGMENT;ATHENS, AGORA;-525 to -475;37.995486;23.731327
31047;AMPHORA, NECK FRAGMENT;ATHENS, AGORA;-525 to -475;37.995486;23.731327
31048;AMPHORA, NECK FRAGMENT;ATHENS, AGORA;-525 to -475;37.995486;23.731327
31049;AMPHORA, NECK FRAGMENTS;ATHENS, AGORA;-525 to -475;37.995486;23.731327
31050;AMPHORA, NECK FRAGMENT;ATHENS, AGORA;-525 to -475;37.995486;23.731327
31051;AMPHORA, NECK FRAGMENTS;ATHENS, AGORA;-525 to -475;37.995486;23.731327
31052;AMPHORA, NECK;ATHENS, AGORA;-525 to -475;37.995486;23.731327
31053;AMPHORA, NECK FRAGMENTS;ATHENS, AGORA;-525 to -475;37.995486;23.731327
31054;AMPHORA, NECK FRAGMENTS;ATHENS, AGORA;-525 to -475;37.995486;23.731327
31065;AMPHORA, NECK FRAGMENT;ATHENS, AGORA;-525 to -475;37.995486;23.731327
31066;AMPHORA, NECK FRAGMENTS;ATHENS, AGORA;-525 to -475;37.995486;23.731327
31081;AMPHORA FRAGMENTS;ATHENS, AGORA;-525 to -475;37.995486;23.731327
31200;AMPHORA FRAGMENT;ATHENS, AGORA;-550 to -500;37.995486;23.731327
31228;AMPHORA B;ATHENS, AGORA;-550 to -500;37.995486;23.731327
31229;AMPHORA FRAGMENT;ATHENS, AGORA;-550 to -500;37.995486;23.731327
31249;AMPHORA, NECK FRAGMENT;ATHENS, AGORA;-575 to -525;37.995486;23.731327
31257;AMPHORA, NECK FRAGMENT;ATHENS, AGORA;-575 to -525;37.995486;23.731327
31260;AMPHORA, NECK FRAGMENTS;ATHENS, AGORA;-550 to -500;37.995486;23.731327
31261;AMPHORA, NECK FRAGMENTS;ATHENS, AGORA;-575 to -525;37.995486;23.731327
31262;AMPHORA, NECK FRAGMENT;ATHENS, AGORA;-600 to -550;37.995486;23.731327
31263;AMPHORA, NECK FRAGMENT;ATHENS, AGORA;-600 to -550;37.995486;23.731327
31264;AMPHORA, NECK FRAGMENT;ATHENS, AGORA;-600 to -550;37.995486;23.731327
31265;AMPHORA, NECK FRAGMENT;ATHENS, AGORA;-600 to -550;37.995486;23.731327
31266;AMPHORA, NECK FRAGMENT;ATHENS, AGORA;-575 to -525;37.995486;23.731327
31267;AMPHORA, NECK FRAGMENTS;ATHENS, AGORA;-575 to -525;37.995486;23.731327
31268;AMPHORA, NECK FRAGMENT;ATHENS, AGORA;-575 to -525;37.995486;23.731327
31269;AMPHORA, NECK FRAGMENT;ATHENS, AGORA;-600 to -550;37.995486;23.731327
31270;AMPHORA, NECK FRAGMENT;ATHENS, AGORA;-600 to -550;37.995486;23.731327
31271;AMPHORA, NECK FRAGMENT;ATHENS, AGORA;-600 to -550;37.995486;23.731327
31272;AMPHORA, NECK FRAGMENT;ATHENS, AGORA;-600 to -550;37.995486;23.731327
31273;AMPHORA, NECK FRAGMENT;ATHENS, AGORA;-600 to -550;37.995486;23.731327
31274;AMPHORA, NECK FRAGMENT;ATHENS, AGORA;-600 to -550;37.995486;23.731327
31275;AMPHORA, NECK FRAGMENTS;ATHENS, AGORA;-600 to -550;37.995486;23.731327
31276;AMPHORA, NECK;ATHENS, AGORA;-550 to -500;37.995486;23.731327
31338;AMPHORA B;RHODES;-550 to -500;36.2002792886862;27.9592194511287
31369;AMPHORA, NECK;SICILY, AGRIGENTO, PEZZINO;-525 to -475;37.303706;13.572621
31370;AMPHORA, NECK;SICILY, AGRIGENTO, PEZZINO;-525 to -475;37.303706;13.572621
31386;AMPHORA, NECK;SICILY, AGRIGENTO, PEZZINO;-525 to -475;37.303706;13.572621
31439;AMPHORA (?) FRAGMENT;EGYPT, ZANIS, SIN EL HAGAR;-525 to -475;27.098254;33.618164
31455;AMPHORA FRAGMENT;ATHENS, AGORA;-625 to -575;37.995486;23.731327
31456;AMPHORA FRAGMENT;ATHENS, AGORA;-625 to -575;37.995486;23.731327
31457;AMPHORA FRAGMENT;ATHENS, AGORA;-625 to -575;37.995486;23.731327
31458;AMPHORA FRAGMENT;ATHENS, AGORA;-625 to -575;37.995486;23.731327
31459;AMPHORA FRAGMENT;ATHENS, AGORA;-625 to -575;37.995486;23.731327
31460;AMPHORA FRAGMENT;ATHENS, AGORA;-600 to -550;37.995486;23.731327
31461;AMPHORA FRAGMENT;ATHENS, AGORA;-575 to -525;37.995486;23.731327
31462;AMPHORA FRAGMENT;ATHENS, AGORA;-575 to -525;37.995486;23.731327
31463;AMPHORA FRAGMENT;ATHENS, AGORA;-550 to -500;37.995486;23.731327
31464;AMPHORA FRAGMENT;ATHENS, AGORA;-550 to -500;37.995486;23.731327
31465;AMPHORA FRAGMENT;ATHENS, AGORA;-550 to -500;37.995486;23.731327
31466;AMPHORA FRAGMENT;ATHENS, AGORA;-625 to -575;37.995486;23.731327
31475;AMPHORA FRAGMENT;ATHENS, AGORA;-625 to -575;37.995486;23.731327
31500;AMPHORA, NECK FRAGMENT;ATHENS, AGORA;-625 to -575;37.995486;23.731327
31501;AMPHORA, NECK FRAGMENT;ATHENS, AGORA;-625 to -575;37.995486;23.731327
31502;AMPHORA, NECK FRAGMENT;ATHENS, AGORA;-625 to -575;37.995486;23.731327
31503;AMPHORA, NECK FRAGMENT;ATHENS, AGORA;-650 to -600;37.995486;23.731327
31504;AMPHORA, NECK FRAGMENT;ATHENS, AGORA;-625 to -575;37.995486;23.731327
31505;AMPHORA FRAGMENT;ATHENS, AGORA;-600 to -550;37.995486;23.731327
31506;AMPHORA FRAGMENT;ATHENS, AGORA;-625 to -575;37.995486;23.731327
31507;AMPHORA FRAGMENT;ATHENS, AGORA;-625 to -575;37.995486;23.731327
31509;AMPHORA FRAGMENT;ATHENS, AGORA;-550 to -500;37.995486;23.731327
31510;AMPHORA FRAGMENT;ATHENS, AGORA;-550 to -500;37.995486;23.731327
31513;AMPHORA FRAGMENT;ATHENS, AGORA;-550 to -500;37.995486;23.731327
31514;AMPHORA FRAGMENT;ATHENS, AGORA;-550 to -500;37.995486;23.731327
31515;AMPHORA FRAGMENT;ATHENS, AGORA;-550 to -500;37.995486;23.731327
31516;AMPHORA FRAGMENT;ATHENS, AGORA;-550 to -500;37.995486;23.731327
31517;AMPHORA FRAGMENT;ATHENS, AGORA;-550 to -500;37.995486;23.731327
31518;AMPHORA FRAGMENT;ATHENS, AGORA;-550 to -500;37.995486;23.731327
31519;AMPHORA FRAGMENT;ATHENS, AGORA;-550 to -500;37.995486;23.731327
31520;AMPHORA FRAGMENT;ATHENS, AGORA;-550 to -500;37.995486;23.731327
31521;AMPHORA FRAGMENT;ATHENS, AGORA;-550 to -500;37.995486;23.731327
31522;AMPHORA B;ATHENS, AGORA;-550 to -500;37.995486;23.731327
31523;AMPHORA FRAGMENT;ATHENS, AGORA;-550 to -500;37.995486;23.731327
31524;AMPHORA FRAGMENT;ATHENS, AGORA;-575 to -525;37.995486;23.731327
31525;AMPHORA FRAGMENT;ATHENS, AGORA;-575 to -525;37.995486;23.731327
31526;AMPHORA FRAGMENT;ATHENS, AGORA;-550 to -500;37.995486;23.731327
31527;AMPHORA FRAGMENT;ATHENS, AGORA;-550 to -500;37.995486;23.731327
31528;AMPHORA FRAGMENTS;ATHENS, AGORA;-575 to -525;37.995486;23.731327
31529;AMPHORA FRAGMENT;ATHENS, AGORA;-575 to -525;37.995486;23.731327
31530;AMPHORA FRAGMENTS;ATHENS, AGORA;-575 to -525;37.995486;23.731327
31531;AMPHORA FRAGMENT;ATHENS, AGORA;-575 to -525;37.995486;23.731327
31532;AMPHORA (?) FRAGMENT;ATHENS, AGORA;-575 to -525;37.995486;23.731327
31533;AMPHORA FRAGMENT;ATHENS, AGORA;-575 to -525;37.995486;23.731327
31534;AMPHORA FRAGMENT;ATHENS, AGORA;-600 to -550;37.995486;23.731327
31535;AMPHORA B FRAGMENTS;ATHENS, AGORA;-600 to -550;37.995486;23.731327
31536;AMPHORA FRAGMENT;ATHENS, AGORA;-600 to -550;37.995486;23.731327
31537;AMPHORA FRAGMENT;ATHENS, AGORA;-600 to -550;37.995486;23.731327
31538;AMPHORA FRAGMENT;ATHENS, AGORA;-600 to -550;37.995486;23.731327
31539;AMPHORA FRAGMENT;ATHENS, AGORA;-600 to -550;37.995486;23.731327
31540;AMPHORA FRAGMENT;ATHENS, AGORA;-600 to -550;37.995486;23.731327
31541;AMPHORA FRAGMENT;ATHENS, AGORA;-600 to -550;37.995486;23.731327
31542;AMPHORA FRAGMENT;ATHENS, AGORA;-600 to -550;37.995486;23.731327
31553;AMPHORA FRAGMENTS;ATHENS, AGORA;-625 to -575;37.995486;23.731327
31554;AMPHORA FRAGMENT;ATHENS, AGORA;-625 to -575;37.995486;23.731327
31555;AMPHORA FRAGMENT;ATHENS, AGORA;-625 to -575;37.995486;23.731327
31556;AMPHORA FRAGMENT;ATHENS, AGORA;-600 to -550;37.995486;23.731327
31564;AMPHORA FRAGMENT;ATHENS, AGORA;-525 to -475;37.995486;23.731327
31565;AMPHORA FRAGMENT;ATHENS, AGORA;-525 to -475;37.995486;23.731327
31602;AMPHORA, NECK FRAGMENTS;ATHENS, AGORA;-600 to -550;37.995486;23.731327
31603;AMPHORA, NECK FRAGMENT;ATHENS, AGORA;-600 to -550;37.995486;23.731327
31604;AMPHORA, NECK FRAGMENT;ATHENS, AGORA;-600 to -550;37.995486;23.731327
31605;AMPHORA, NECK FRAGMENT;ATHENS, AGORA;-625 to -575;37.995486;23.731327
31606;AMPHORA, NECK FRAGMENT;ATHENS, AGORA;-625 to -575;37.995486;23.731327
31607;AMPHORA, NECK FRAGMENT;ATHENS, AGORA;-625 to -575;37.995486;23.731327
31608;AMPHORA, NECK FRAGMENT;ATHENS, AGORA;-625 to -575;37.995486;23.731327
31609;AMPHORA, NECK FRAGMENT;ATHENS, AGORA;-625 to -575;37.995486;23.731327
31610;AMPHORA, NECK FRAGMENT;ATHENS, AGORA;-600 to -550;37.995486;23.731327
31612;AMPHORA, NECK;CHALKIDIKE, APHYTIS;-525 to -475;40.541982;23.48465
31651;AMPHORA B;ITALY, SPINA;-525 to -475;44.657909;12.243576
31697;AMPHORA, NECK;SATURNIA;-525 to -475;42.666389;11.504167
31711;AMPHORA, NECK;SICILY, AGRIGENTO, PEZZINO;-550 to -500;37.303706;13.572621
31712;AMPHORA, NECK;SICILY, AGRIGENTO, PEZZINO;-550 to -500;37.303706;13.572621
31713;AMPHORA, NECK;SICILY, AGRIGENTO, PEZZINO;-550 to -500;37.303706;13.572621
31714;AMPHORA, NECK;SICILY, AGRIGENTO, PEZZINO;-550 to -500;37.303706;13.572621
31722;AMPHORA, NECK;SICILY, AGRIGENTO, MOSE;-550 to -500;37.311199;13.576784
31726;AMPHORA B;SICILY, AGRIGENTO, MOSE;-550 to -500;37.311199;13.576784
31741;AMPHORA FRAGMENT;SATURNIA;-550 to -500;42.666389;11.504167
31742;AMPHORA FRAGMENTS;SATURNIA;-550 to -500;42.666389;11.504167
31743;AMPHORA, NECK FRAGMENTS;SATURNIA;-550 to -500;42.666389;11.504167
31744;AMPHORA, NECK FRAGMENTS;SATURNIA;-550 to -500;42.666389;11.504167
31745;AMPHORA FRAGMENTS;SATURNIA;-550 to -500;42.666389;11.504167
31755;AMPHORA, NECK FRAGMENTS;SATURNIA;-550 to -500;42.666389;11.504167
31770;AMPHORA, NECK;SICILY, AGRIGENTO, PEZZINO;-525 to -475;37.303706;13.572621
31784;AMPHORA, NECK;SICILY, AGRIGENTO, PEZZINO;-525 to -475;37.303706;13.572621
31785;AMPHORA, NECK;SICILY, AGRIGENTO, PEZZINO;-500 to -450;37.303706;13.572621
31789;AMPHORA, NECK;SICILY, AGRIGENTO, PEZZINO;-500 to -450;37.303706;13.572621
32130;AMPHORA FRAGMENTS;ATHENS, ACROPOLIS;-625 to -575;37.971422;23.726167
41018;AMPHORA, NECK;ITALY, PAESTUM;-475 to -425;40.418332;15.00535
41024;AMPHORA;ITALY, PAESTUM;-475 to -425;40.418332;15.00535
41043;AMPHORA, NECK FRAGMENT;CORINTH;-550 to -500;37.9333;22.9167
41044;AMPHORA, NECK FRAGMENT;CORINTH;-550 to -500;37.9333;22.9167
41045;AMPHORA, NECK FRAGMENT;CORINTH;-550 to -500;37.9333;22.9167
41047;AMPHORA, NECK;BULGARIA, APOLLONIA PONTICA;-525 to -475;42.410277;27.689667
41117;AMPHORA, NECK FRAGMENT;CORINTH;-550 to -500;37.9333;22.9167
41240;AMPHORA, NECK;CHALKIDIKE, APHYTIS;-525 to -475;40.541982;23.48465
41342;AMPHORA, NECK;ITALY, ORVIETO;-525 to -475;42.718642;12.114315
41373;AMPHORA, NECK;ITALY, SALERNO, FRATTE;-525 to -475;40.6984154;14.7783494
41448;AMPHORA B;ATTICA, KYNOSARGES;-600 to -550;38.0833;23.5
41484;AMPHORA, NECK;ITALY, CUMAE (?);-550 to -500;40.847028;14.056191
41691;AMPHORA, NECK FRAGMENTS;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
42001;AMPHORA A FRAGMENT;SICILY, LEONTINOI;-525 to -475;37.2833;15
42002;AMPHORA FRAGMENTS;SICILY, LEONTINOI;-550 to -500;37.2833;15
42007;AMPHORA B FRAGMENT;SICILY, LEONTINOI;-550 to -500;37.2833;15
42029;AMPHORA, NECK;ITALY, TARANTO;-525 to -475;40.47611;17.22972
42030;AMPHORA B;ITALY, PALINURO;-550 to -500;40.035895;15.28842
42032;AMPHORA FRAGMENT;ITALY, ADRIA;-550 to -500;45.05;12.05
42033;AMPHORA B;ITALY, PAESTUM, HYPOGAEUM;-550 to -500;40.418332;15.00535
42084;AMPHORA, NECK;RUSSIA, SOUTH, OLBIA;-525 to -475;40.92137;9.48563
42097;AMPHORA, NECK;ITALY, NOLA;-550 to -500;40.930481;14.52847
43009;AMPHORA FRAGMENT;ITALY, SIBARIS;-550 to -500;39.75;16.45
43113;AMPHORA, NECK;ITALY, ETRURIA, VULCI, NEAR;-550 to -500;42.4167;11.702499
