number;shape;provenance;date;latitude;longitude
1;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
3;AMPHORA, NECK;ITALY, ETRURIA, VULCI;;42.421429;11.702499
33;AMPHORA, NECK FRAGMENT;EGYPT, NAUCRATIS;;30.954058;30.522766
38;AMPHORA, NECK;ITALY, ETRURIA, TARQUINIA;-550 to -500;42.254315;11.759148
50;AMPHORA, NECK;ITALY, CAPUA;;41.100278;14.221244
62;AMPHORA, NECK FRAGMENT;ATHENS;-600 to -550;37.976173;23.72519
64;AMPHORA, NECK;ITALY, ETRURIA, TARQUINIA;-550 to -500;42.254315;11.759148
214;AMPHORA;ITALY, TARANTO;;40.47611;17.22972
354;AMPHORA B;ATTICA;-625 to -575;38.0519988333;23.8189911
358;AMPHORA, NECK;ITALY, ETRURIA, VULCI;;42.421429;11.702499
404;AMPHORA;ITALY, ETRURIA, VULCI;;42.421429;11.702499
405;AMPHORA;ITALY, ETRURIA, VULCI;-525 to -475;42.421429;11.702499
467;AMPHORA, NECK;SICILY, GELA;-525 to -475;37.07117;14.248967
535;AMPHORA FRAGMENT;ITALY, ETRURIA, CERVETERI;;41.992798;12.092428
587;AMPHORA FRAGMENT;EGYPT, NAUCRATIS;-575 to -525;30.954058;30.522766
590;AMPHORA FRAGMENT;ITALY, CUMAE;-550 to -500;40.847093;14.056149
592;AMPHORA, NECK (?) FRAGMENT;EGYPT, NAUCRATIS;-575 to -525;30.954058;30.522766
593;AMPHORA, NECK FRAGMENT;EGYPT, NAUCRATIS;-575 to -525;30.954058;30.522766
606;AMPHORA B;ITALY, ETRURIA, VULCI (?);-550 to -500;42.421429;11.702499
610;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-525 to -475;42.421429;11.702499
611;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-525 to -475;42.421429;11.702499
612;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-525 to -475;42.421429;11.702499
613;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-525 to -475;42.421429;11.702499
614;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-525 to -475;42.421429;11.702499
615;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-525 to -475;42.421429;11.702499
616;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-525 to -475;42.421429;11.702499
617;AMPHORA, NECK;ITALY, REGGIO CALABRIA (?);-525 to -475;38.1143;15.651569
618;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-525 to -475;42.421429;11.702499
619;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-525 to -475;42.421429;11.702499
620;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
621;AMPHORA B;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
622;AMPHORA B;ITALY, ETRURIA, VULCI;-575 to -525;42.421429;11.702499
665;AMPHORA, NECK;ITALY, ETRURIA, CERVETERI (?);-575 to -525;41.992798;12.092428
744;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-575 to -525;42.421429;11.702499
745;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-575 to -525;42.421429;11.702499
746;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-575 to -525;42.421429;11.702499
762;AMPHORA, NECK (?) FRAGMENT;ITALY, FERENTO;-550 to -500;42.488429;12.132554
842;AMPHORA, NECK FRAGMENT;CORINTH;;37.9333;22.9167
854;AMPHORA FRAGMENT;ATTICA, THORIKOS;;37.732304;24.048901
856;AMPHORA;ATHENS;-600 to -550;37.976173;23.72519
904;AMPHORA, NECK FRAGMENT;CORINTH;;37.9333;22.9167
907;AMPHORA, NECK;AEGINA;;37.75;23.4333
916;AMPHORA FRAGMENT;GREECE, SPARTA;;37.0833;22.4167
919;AMPHORA, NECK;ITALY, ETRURIA, VULCI;;42.421429;11.702499
921;AMPHORA, NECK;ITALY, ETRURIA, VULCI;;42.421429;11.702499
966;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
993;AMPHORA FRAGMENT;ITALY, SIBARIS;;39.75;16.45
1003;AMPHORA FRAGMENT;ITALY, GRAVISCA;;42.247835;11.684647
1017;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
1118;AMPHORA FRAGMENT;ATHENS (?);;37.976173;23.72519
1158;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
1159;AMPHORA, NECK;ITALY, ETRURIA, VULCI;to -475;42.421429;11.702499
1160;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
1161;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
1162;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
1268;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
1269;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
1293;AMPHORA, NECK (?) FRAGMENT;ITALY, ROSELLE;;41.901894;14.350204
1440;AMPHORA FRAGMENT;SALAMIS;-600 to -550;37.930659;23.511429
1478;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
1480;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
1481;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
1482;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
1483;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
1484;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
1493;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
1535;AMPHORA, NECK;ITALY, ETRURIA, TARQUINIA;-550 to -500;42.254315;11.759148
1572;AMPHORA, NECK;SICILY, GELA;-525 to -475;37.07117;14.248967
1574;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
1575;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
1578;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
1579;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
1580;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
1581;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-525 to -475;42.421429;11.702499
1671;AMPHORA, NECK;ITALY, TARANTO;;40.47611;17.22972
1672;AMPHORA, NECK;ITALY, TARANTO;;40.47611;17.22972
1674;AMPHORA, NECK FRAGMENT;CYPRUS;-550 to -500;35;33
1730;AMPHORA A;ITALY, ETRURIA;;42.8333;12.8333
1742;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
1751;AMPHORA FRAGMENT;ATHENS, ACROPOLIS, SOUTH SLOPE;;37.971422;23.726167
1848;AMPHORA, NECK;THRACE, PHANARION, DIKAIA;-525 to -475;40.962271;25.131569
1852;AMPHORA, NECK;CYPRUS, MARION (?);-525 to -475;35.0375003814697;32.4333324432373
1853;AMPHORA, NECK;ITALY, ETRURIA, CERVETERI (?);-550 to -500;41.992798;12.092428
1888;AMPHORA (?) FRAGMENT;GREECE, EUBOEA, ERETRIA;;38.393272;23.793125
1903;AMPHORA, NECK FRAGMENT;ITALY, ORVIETO;-525 to -475;42.718642;12.114315
1914;AMPHORA B;ITALY, ETRURIA, CERVETERI;-600 to -550;41.992798;12.092428
2006;AMPHORA B;ATHENS;;37.976173;23.72519
2041;AMPHORA, NECK;ITALY, ETRURIA, VULCI (?);-525 to -475;42.421429;11.702499
2042;AMPHORA, NECK;ITALY, ETRURIA;-525 to -475;42.8333;12.8333
2078;AMPHORA;SICILY, VASSALLAGGI;;37.487391;14.055634
2105;AMPHORA FRAGMENT;ITALY, SIBARIS;;39.75;16.45
2107;AMPHORA (?) FRAGMENTS;ITALY, SIBARIS;;39.75;16.45
2109;AMPHORA A FRAGMENTS;ITALY, SIBARIS;-550 to -500;39.75;16.45
2160;AMPHORA (?) FRAGMENT;ITALY, SIBARIS;;39.75;16.45
2188;AMPHORA, NECK;ITALY, ORVIETO;-550 to -500;42.718642;12.114315
2257;AMPHORA FRAGMENT;ATHENS, CERAMICUS;;37.978333;23.718611
2359;AMPHORA FRAGMENT;ATHENS, ACROPOLIS;;37.971422;23.726167
2485;AMPHORA FRAGMENT;ITALY, ETRURIA, CERVETERI;;41.992798;12.092428
2539;AMPHORA B;ITALY, PAESTUM;;40.418332;15.00535
2546;AMPHORA B;ATHENS;;37.976173;23.72519
2698;AMPHORA B;ITALY, ETRURIA, VULCI;-525 to -475;42.421429;11.702499
2726;AMPHORA FRAGMENTS;ATHENS, AGORA;;37.995486;23.731327
2756;AMPHORA, NECK;ITALY, BOMARZO;-525 to -475;42.4819278717041;12.2487635612488
2848;AMPHORA B;ITALY, CUMAE (?);-575 to -525;40.847028;14.056191
2892;AMPHORA FRAGMENT;EGYPT, NAUCRATIS (?);;30.954058;30.522766
2893;AMPHORA FRAGMENT;EGYPT, NAUCRATIS (?);;30.954058;30.522766
2894;AMPHORA FRAGMENT;EGYPT, NAUCRATIS (?);;30.954058;30.522766
2928;AMPHORA, NECK;ITALY;-550 to -500;42.8333;12.8333
2932;AMPHORA, NECK;ITALY, NOLA;-525 to -475;40.930481;14.52847
2940;AMPHORA, NECK;SICILY, GELA;-475 to -425;37.07117;14.248967
3015;AMPHORA, NECK;ITALY, NOLA;;40.930481;14.52847
3092;AMPHORA, NECK;CRETE, HIERAPETRA;-450 to -400;35.010245;25.741825
3167;AMPHORA, NECK;ITALY, SPINA;-500 to -450;44.657909;12.243576
3168;AMPHORA, NECK;ITALY, SPINA;-500 to -450;44.657909;12.243576
3169;AMPHORA, NECK;ITALY, SPINA;-525 to -475;44.657909;12.243576
3170;AMPHORA FRAGMENTS;ITALY, SPINA;-550 to -500;44.657909;12.243576
3234;AMPHORA (?) FRAGMENT;EGYPT, NAUCRATIS;-575 to -525;30.954058;30.522766
3235;AMPHORA (?) FRAGMENT;EGYPT, NAUCRATIS;-550 to -500;30.954058;30.522766
3236;AMPHORA FRAGMENT;EGYPT, NAUCRATIS;-525 to -475;30.954058;30.522766
3237;AMPHORA FRAGMENT;EGYPT, NAUCRATIS;-525 to -475;30.954058;30.522766
3254;AMPHORA, NECK;ITALY, ETRURIA, TARQUINIA;-525 to -475;42.254315;11.759148
3255;AMPHORA, NECK;ITALY, ETRURIA, TARQUINIA;-550 to -500;42.254315;11.759148
3351;AMPHORA, NECK;ITALY, ETRURIA, VULCI;;42.421429;11.702499
3363;AMPHORA FRAGMENTS;ATHENS, ACROPOLIS;-575 to -525;37.971422;23.726167
3640;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
3678;AMPHORA FRAGMENT;PYRGI;;42.0167;11.9667
3679;AMPHORA (?) FRAGMENT;PYRGI;;42.0167;11.9667
3755;AMPHORA B FRAGMENTS;ITALY, PAESTUM;;40.418332;15.00535
3763;AMPHORA, NECK;ITALY, ETRURIA, TARQUINIA (?);-525 to -475;42.254315;11.759148
3764;AMPHORA, NECK;ITALY, ETRURIA, CERVETERI (?);-550 to -500;41.992798;12.092428
3767;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
3946;AMPHORA FRAGMENT;UKRAINE, BEREZAN;-600 to -550;46.629636;31.48407
4016;AMPHORA B FRAGMENTS;ITALY, PAESTUM;;40.418332;15.00535
4126;AMPHORA FRAGMENT;TURKEY, LYCIA, XANTHOS;;36.283305;29.616737
4246;AMPHORA, NECK;ITALY, ETRURIA, CERVETERI;-550 to -500;41.992798;12.092428
4330;AMPHORA B;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
4484;AMPHORA, NECK;RUSSIA, SOUTH, OLBIA;;40.92137;9.48563
4511;AMPHORA (?) FRAGMENT;ATHENS, CERAMICUS;;37.978333;23.718611
4531;AMPHORA B;ITALY, ETRURIA, CERVETERI;;41.992798;12.092428
4533;AMPHORA, NECK;ITALY, ETRURIA, TARQUINIA;;42.254315;11.759148
4549;AMPHORA, NECK;ITALY, MATERA, ALIANELLO;;40.6685237884521;16.6015844345093
4585;AMPHORA, NECK;SARDINIA, THARROS;;39.943436;8.530884
4593;AMPHORA, NECK;ITALY, ETRURIA, VULCI;;42.421429;11.702499
4595;AMPHORA B;ITALY, ETRURIA, VULCI;;42.421429;11.702499
4668;AMPHORA, NECK;ITALY, ETRURIA (?);;42.8333;12.8333
4707;AMPHORA, NECK;ITALY, CAPUA;-475 to -425;41.100278;14.221244
4749;AMPHORA, NECK FRAGMENT;ROMANIA, HISTRIA;;44.5475;28.774722
4750;AMPHORA, NECK;SICILY, GELA;-550 to -500;37.07117;14.248967
4751;AMPHORA, NECK FRAGMENT;ROMANIA, HISTRIA;;44.5475;28.774722
4752;AMPHORA, NECK FRAGMENTS;ROMANIA, HISTRIA;;44.5475;28.774722
4755;AMPHORA FRAGMENT;ROMANIA, HISTRIA;;44.5475;28.774722
4756;AMPHORA FRAGMENT;ROMANIA, HISTRIA;;44.5475;28.774722
4757;AMPHORA FRAGMENT;ROMANIA, HISTRIA;;44.5475;28.774722
4798;AMPHORA, NECK;ITALY, ETRURIA, VULCI;;42.421429;11.702499
4802;AMPHORA, NECK;ITALY, ETRURIA;-550 to -500;42.8333;12.8333
4807;AMPHORA, NECK;ITALY, ETRURIA, TARQUINIA;-550 to -500;42.254315;11.759148
5233;AMPHORA B FRAGMENT;EGYPT, TELL DEFENNEH;;31.240985;30.058594
5278;AMPHORA B;ITALY, ETRURIA, VULCI;;42.421429;11.702499
5279;AMPHORA, NECK;ITALY, ROSELLE;;41.901894;14.350204
5292;AMPHORA B;SICILY, SYRACUSE;;37.06504;15.292969
5293;AMPHORA, NECK;SICILY, SYRACUSE;;37.06504;15.292969
5294;AMPHORA B;SICILY, SYRACUSE;;37.06504;15.292969
5295;AMPHORA B;SICILY, SYRACUSE;;37.06504;15.292969
5334;AMPHORA;ATHENS;;37.976173;23.72519
5407;AMPHORA B;THERA, SELLADA;-525 to -475;36.355694;25.473583
5465;AMPHORA, NECK;ITALY, ETRURIA, VULCI;;42.421429;11.702499
5508;AMPHORA, NECK;ITALY, ETRURIA, CERVETERI;;41.992798;12.092428
5510;AMPHORA, NECK;ITALY, ETRURIA, CERVETERI;;41.992798;12.092428
5579;AMPHORA, NECK;ITALY, ETRURIA, TARQUINIA;;42.254315;11.759148
5725;AMPHORA B;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
5728;AMPHORA, NECK;ITALY, ETRURIA, TARQUINIA;-550 to -500;42.254315;11.759148
5760;AMPHORA, NECK;ITALY, ETRURIA, TARQUINIA;-550 to -500;42.254315;11.759148
5777;AMPHORA B;ITALY, ORVIETO;;42.718642;12.114315
5832;AMPHORA FRAGMENT;SAMOS;-575 to -525;37.7347151454601;26.8273517719431
5928;AMPHORA, NECK;ITALY, LAVINIUM;-550 to -500;41.668103;12.47077
6001;AMPHORA A;ITALY, ETRURIA, TARQUINIA;-550 to -500;42.254315;11.759148
6079;AMPHORA, NECK FRAGMENT;ITALY, ETRURIA;-525 to -475;42.8333;12.8333
6080;AMPHORA, NECK FRAGMENT;ITALY, ETRURIA;-525 to -475;42.8333;12.8333
6081;AMPHORA, NECK FRAGMENT;CYPRUS, MARION;-525 to -475;35.0375003814697;32.4333324432373
6082;AMPHORA, NECK;ITALY, NOLA;-500 to -450;40.930481;14.52847
6083;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-525 to -475;42.421429;11.702499
6085;AMPHORA, NECK;ITALY, ETRURIA, TARQUINIA;-550 to -500;42.254315;11.759148
6094;AMPHORA, NECK;ITALY, ETRURIA;-525 to -475;42.8333;12.8333
6095;AMPHORA, NECK;ITALY, BOMARZO;-550 to -500;42.4819278717041;12.2487635612488
6097;AMPHORA, NECK;ITALY, ETRURIA;-550 to -500;42.8333;12.8333
6098;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-575 to -525;42.421429;11.702499
6110;AMPHORA B;ITALY, ETRURIA, VULCI;;42.421429;11.702499
6121;AMPHORA FRAGMENT;EGYPT, NAUCRATIS;;30.954058;30.522766
6152;AMPHORA FRAGMENT;ITALY, ETRURIA, CERVETERI;;41.992798;12.092428
6200;AMPHORA, NECK FRAGMENTS;GREECE, MACEDONIA, KALAMITSA;;40.91351;22.84058
6212;AMPHORA, NECK AND LID;ITALY, ETRURIA, VULCI;;42.421429;11.702499
6277;AMPHORA, NECK;ITALY, ETRURIA, VULCI;;42.421429;11.702499
6547;AMPHORA B;ITALY, ETRURIA, VULCI;-525 to -475;42.421429;11.702499
6555;AMPHORA, NECK;ITALY, PISTICCI;;40.390489;16.55468
6561;AMPHORA A;ITALY, ETRURIA;-575 to -525;42.8333;12.8333
6566;AMPHORA B FRAGMENT;ITALY, ETRURIA;;42.8333;12.8333
6569;AMPHORA, NECK;ITALY, ETRURIA, TARQUINIA;-550 to -500;42.254315;11.759148
6662;AMPHORA (?) FRAGMENT;CORINTH;;37.9333;22.9167
6665;AMPHORA, NECK FRAGMENT;ITALY, ETRURIA, CERVETERI;;41.992798;12.092428
6732;AMPHORA, NECK FRAGMENT;ITALY, ETRURIA, CERVETERI;;41.992798;12.092428
6755;AMPHORA, NECK FRAGMENTS;ITALY, MATERA;-575 to -525;40.6685237884521;16.6015844345093
6772;AMPHORA B;SICILY, HIMERA;;37.971132;13.818612
6990;AMPHORA, NECK FRAGMENT;ITALY, ORVIETO;;42.718642;12.114315
7038;AMPHORA, NECK;ITALY, ETRURIA;-550 to -500;42.8333;12.8333
7041;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
7052;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
7073;AMPHORA, NECK;ITALY, VEII;-525 to -475;42.019585;12.393179
7409;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
7410;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
7415;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-525 to -475;42.421429;11.702499
7418;AMPHORA, NECK;ITALY, ETRURIA, VULCI;to -500;42.421429;11.702499
7419;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
7453;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-525 to -475;42.421429;11.702499
7463;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-525 to -475;42.421429;11.702499
7466;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-525 to -475;42.421429;11.702499
7488;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-525 to -475;42.421429;11.702499
7500;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
7510;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-525 to -475;42.421429;11.702499
7514;AMPHORA, NECK FRAGMENT;AEGINA;-550 to -500;37.75;23.4333
7544;AMPHORA, NECK;ITALY, ETRURIA, VULCI;to -500;42.421429;11.702499
7578;AMPHORA FRAGMENT;TURKEY, MILETUS;-600 to -550;37.494984;27.237167
7580;AMPHORA, NECK FRAGMENT;TURKEY, MILETUS;-550 to -500;37.494984;27.237167
7581;AMPHORA FRAGMENTS;TURKEY, MILETUS;-550 to -500;37.494984;27.237167
7582;AMPHORA FRAGMENT;TURKEY, MILETUS;-550 to -500;37.494984;27.237167
7585;AMPHORA, NECK;ITALY, LA TOLFA;-525 to -475;42.150108;11.93443
7589;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-525 to -475;42.421429;11.702499
7590;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-525 to -475;42.421429;11.702499
7596;AMPHORA, NECK;ITALY, ETRURIA;-550 to -500;42.8333;12.8333
7598;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-525 to -475;42.421429;11.702499
7603;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-525 to -475;42.421429;11.702499
7611;AMPHORA, NECK;ITALY, NOLA;-525 to -475;40.930481;14.52847
7640;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-525 to -475;42.421429;11.702499
7762;AMPHORA, NECK AND LID;ITALY, ETRURIA, VULCI;-525 to -475;42.421429;11.702499
7765;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-525 to -475;42.421429;11.702499
7770;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-525 to -475;42.421429;11.702499
7771;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
7784;AMPHORA, NECK FRAGMENTS;TURKEY, LYCIA, XANTHOS;-550 to -500;36.283305;29.616737
7827;AMPHORA, NECK;ITALY, ETRURIA;-525 to -475;42.8333;12.8333
7830;AMPHORA FRAGMENTS;THASOS, ARTEMISION;-600 to -550;40.7833;24.7167
7834;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-525 to -475;42.421429;11.702499
7841;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
7848;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-575 to -525;42.421429;11.702499
7851;AMPHORA, NECK;SICILY, SELINUS;-550 to -500;37.583902;12.809372
7857;AMPHORA, NECK;ITALY, ETRURIA;-525 to -475;42.8333;12.8333
7860;AMPHORA, NECK;ITALY, ETRURIA;-550 to -500;42.8333;12.8333
7875;AMPHORA B;ITALY, ETRURIA, TARQUINIA;-550 to -500;42.254315;11.759148
7881;AMPHORA, NECK;ITALY, ETRURIA;-550 to -500;42.8333;12.8333
7902;AMPHORA B;ATTICA;-550 to -500;38.0519988333;23.8189911
7949;AMPHORA A;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
7968;AMPHORA, NECK;ITALY, ETRURIA, CERVETERI;-575 to -525;41.992798;12.092428
7992;AMPHORA, NECK;ITALY, ETRURIA, VULCI;-550 to -500;42.421429;11.702499
8133;AMPHORA B;ITALY, ETRURIA, TARQUINIA;-525 to -475;42.254315;11.759148
8135;AMPHORA B;ITALY, ETRURIA, TARQUINIA;-525 to -475;42.254315;11.759148
8156;AMPHORA A;ITALY, BOLOGNA;-550 to -500;44.504822;11.34516
8157;AMPHORA, NECK;ITALY, BOLOGNA;-525 to -475;44.504822;11.34516
8179;AMPHORA, NECK;ITALY, ETRURIA, TARQUINIA;-600 to -550;42.254315;11.759148
8180;AMPHORA B;ITALY, ETRURIA, TARQUINIA;-600 to -550;42.254315;11.759148
8181;AMPHORA B;ITALY, ETRURIA, TARQUINIA;-575 to -525;42.254315;11.759148
8182;AMPHORA FRAGMENT;ITALY, ETRURIA, TARQUINIA;-575 to -525;42.254315;11.759148
8196;AMPHORA B;ITALY, ETRURIA, TARQUINIA;-575 to -525;42.254315;11.759148
8219;AMPHORA B FRAGMENT;ITALY, ETRURIA, TARQUINIA;-575 to -525;42.254315;11.759148
8220;AMPHORA B;ITALY, ETRURIA, TARQUINIA;-550 to -500;42.254315;11.759148
8222;AMPHORA B;ITALY, ETRURIA, TARQUINIA;-550 to -500;42.254315;11.759148
8224;AMPHORA B;ITALY, ETRURIA, TARQUINIA;-550 to -500;42.254315;11.759148
8225;AMPHORA B;ITALY, ETRURIA, TARQUINIA;-550 to -500;42.254315;11.759148
8227;AMPHORA B;ITALY, ETRURIA, TARQUINIA;-550 to -500;42.254315;11.759148
8228;AMPHORA A;ITALY, ETRURIA, TARQUINIA;-550 to -500;42.254315;11.759148
8230;AMPHORA B;ITALY, ETRURIA, TARQUINIA;-550 to -500;42.254315;11.759148
8231;AMPHORA B;ITALY, ETRURIA, TARQUINIA;-550 to -500;42.254315;11.759148
8232;AMPHORA B;ITALY, ETRURIA, TARQUINIA;-550 to -500;42.254315;11.759148
8233;AMPHORA B;ITALY, ETRURIA, TARQUINIA;-550 to -500;42.254315;11.759148
8234;AMPHORA B FRAGMENT;ITALY, ETRURIA, TARQUINIA;-550 to -500;42.254315;11.759148
8239;AMPHORA B;ITALY, ETRURIA, TARQUINIA;-525 to -475;42.254315;11.759148
8453;AMPHORA FRAGMENT;ITALY, SIBARIS;-575 to -525;39.75;16.45
8457;AMPHORA B FRAGMENTS;ATHENS;-600 to -550;37.976173;23.72519
8463;AMPHORA B FRAGMENT;ITALY, ETRURIA;-600 to -550;42.8333;12.8333
8464;AMPHORA B FRAGMENT;ITALY, ETRURIA;-600 to -550;42.8333;12.8333
8465;AMPHORA B FRAGMENT;ITALY, ETRURIA, CERVETERI (?);-600 to -550;41.992798;12.092428
8466;AMPHORA B FRAGMENT;ITALY, ETRURIA, CERVETERI (?);-600 to -550;41.992798;12.092428
8467;AMPHORA B FRAGMENT;ITALY, ETRURIA, CERVETERI (?);-600 to -550;41.992798;12.092428
8468;AMPHORA FRAGMENT;ATHENS, AGORA;-600 to -550;37.995486;23.731327
8469;AMPHORA B FRAGMENTS;ATHENS, AGORA;-600 to -550;37.995486;23.731327
8472;AMPHORA B;ATHENS;-600 to -550;37.976173;23.72519
8473;AMPHORA B FRAGMENT;ATHENS;-600 to -550;37.976173;23.72519
8474;AMPHORA B FRAGMENT;ATHENS;-600 to -550;37.976173;23.72519
8475;AMPHORA B FRAGMENT;ATHENS;-600 to -550;37.976173;23.72519
8492;AMPHORA FRAGMENTS;ITALY, SATYRION;-575 to -525;40.371505;17.30506
8706;AMPHORA, NECK FRAGMENT;ATHENS;-600 to -550;37.976173;23.72519
8881;AMPHORA B;ITALY, BOLOGNA;-550 to -500;44.504822;11.34516
8908;AMPHORA FRAGMENT;TURKEY, LYCIA, XANTHOS;-550 to -500;36.283305;29.616737
8911;AMPHORA, NECK;ITALY, ETRURIA, CERVETERI;-525 to -475;41.992798;12.092428
8912;AMPHORA, NECK;ITALY, ETRURIA, CERVETERI;-525 to -475;41.992798;12.092428
8913;AMPHORA, NECK;ITALY, ETRURIA, CERVETERI;-575 to -525;41.992798;12.092428
8922;AMPHORA B;SICILY, HIMERA;-575 to -525;37.971132;13.818612
8936;AMPHORA FRAGMENT;TURKEY, LYCIA, XANTHOS;-550 to -500;36.283305;29.616737
8938;AMPHORA FRAGMENT;TURKEY, LYCIA, XANTHOS;-550 to -500;36.283305;29.616737
8948;AMPHORA FRAGMENTS;TURKEY, LYCIA, XANTHOS;-575 to -525;36.283305;29.616737
8969;AMPHORA, NECK;ITALY, ETRURIA, CERVETERI;;41.992798;12.092428
9003;AMPHORA FRAGMENT;SPAIN, AMPURIAS;-550 to -500;42.131426;3.12222
9085;AMPHORA B;ITALY, NAPLES (?);-575 to -525;40.839901;14.25185
9087;AMPHORA, NECK;RHODES, SIANA;-525 to -475;36.2002792886862;27.9592194511287
9111;AMPHORA, NECK (?) FRAGMENTS;ITALY;-575 to -525;42.8333;12.8333
9147;AMPHORA, NECK FRAGMENT;SICILY, HIMERA;-525 to -475;37.971132;13.818612
9148;AMPHORA FRAGMENT;SICILY, HIMERA;-550 to -500;37.971132;13.818612
9182;AMPHORA FRAGMENT;CYPRUS, KITION;-475 to -425;34.921936;33.624001
9197;AMPHORA, NECK;ITALY, VEII;-550 to -500;42.019585;12.393179
9421;AMPHORA, NECK FRAGMENT;CORINTH;-575 to -525;37.9333;22.9167
9431;AMPHORA FRAGMENTS;SPAIN, HUELVA;-600 to -550;37.253287;-6.944733
9463;AMPHORA FRAGMENTS;CORINTH;-550 to -500;37.9333;22.9167
9473;AMPHORA;ATHENS, CERAMICUS;-575 to -525;37.978333;23.718611
